anime_id,name,genre,type,episodes,rating,members
30335,Portrait,Dementia,Movie,1,4.98,112
4966,jigazou,Comedy,Movie,1,4.97,1152
1995,LINGERIE SENSHI PAPILLON ROSE," Ecchi, Magic, Parody, Sci-Fi ",OVA,1,4.97/10,"4,017 members"
8671,Raja Maharaja,"Music, Slice of Life",Music,1,4.97,183
5715,Arcade Gamer Fubuki Extra,"Action, Adventure, Comedy, Ecchi, Game, Parody, School",Special,1,4.96,1039
4393,Kokka Kimigayo,"Historical, Music   ",Movie,1 eps,4.96,755
5602,Navia Dratp," Fantasy, Music ",ONA,5,4.96,281
30659,NOURYOU ANIME: DENKYUU IKA MATSURI,"Dementia, Horror, Psychological",Movie,,4.96,234
33119,tokyogurashi!,"Music, Parody",ONA,1,4.97,1331
15527,Hanabeam,,Music,1,4.95,290
29941,Million Doll, Music ,TV,11,4.95,"8,389 members"
3490,Rayca,Sci-Fi   ,OVA,1,4.95,841
1451,SHURANOSUKE ZANMAKEN: SHIKAMAMON NO OTOKO,"Action, Historical, Supernatural, Thriller",Movie,1,4.95/10,2229
20153,Hana no Hi,"Comedy, Dementia",Movie,1,4.94,217
32400,KochinPa!, Comedy ,TV,12 eps,4.94,529
6850,norakuro shoui: nichiyoubi no kaijiken,"Action, Military",Movie,1,4.94,443
29681,Odoroki Ban,Dementia,Movie,1,4.94,148
33042,ZONMI-CHAN: HALLOWEEN☆SPECIAL MOVIE!,"Comedy, Horror   ",ONA,1,4.94,276
32779,Anygedybudybombom, Music ,Music,1,4.93,92 members
19297,Ketsuekigata-kun! Featuring Yuri &amp; Nasuno,Comedy,Special,,4.93,1783
30705,Makura no Danshi,Shoujo,TV,12,4.93,19386
8604,Oshiri Kajiri Mushi,"Comedy, Music",Music,1,4.93,495
31761,sayokyoku," Comedy, Dementia ",Movie,1,4.93/10,210
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,"Comedy, Slice of Life   ",TV,12 eps,4.92,5888
6392,Issho ni Training: Training with Hinako,,OVA,1,4.92,11989
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Dementia,Movie,1,4.92,132
28655,PiKA PiKA, nan ,Movie,1,4.92,289 members
30104,SEICHOU RAP,Music,Music,1,4.93,105
9976,Wakaranai Buta,Drama,Movie,1,4.92,333
28831,anomalies,Psychological   ,Special,1,4.91,238
22385,a_caFe," Fantasy, Music ",Music,1,4.91,343
6431,Chameko no Ichinichi,Comedy,Movie,,4.91,488
19231,JAM,"Fantasy, Music",Music,1 eps,4.91/10,343
30666,Memories: Younenki no Joukei,Dementia,Movie,1,4.91,133
18463,Sign," Music, Sci-Fi ",Music,1,4.91,192 members
29105,Aruite Mikka!,"Comedy, Kids, Music   ",Music,1,4.9,101
7192,choujikuu romanesque samy: missing 99,"Action, Sci-Fi",OVA,1,4.9,508
19213,LOST UTOPIA,"Action, Fantasy, Music, Seinen, Supernatural",Movie,1,4.9,486
22163,Natsu no Shisen 1942, Dementia ,Movie,1,4.9,167
1009,Battle Spirits: Ryuuko no Ken,,OVA,1,4.89,1708
6831,Hinomaru Hatanosuke: Bakemonoyashiki no Maki,Supernatural,Movie,1,4.89,593
8751,Kaijuu no Ballad,"Comedy, Fantasy, Music   ",Music,1 eps,4.89,281
29906,KAKARI, Psychological ,Movie,1,4.89/10,122 members
13541,rui no masaiban,Comedy,ONA,,4.89,251
33814,Ao Oni The Animation,Horror,TV,Unknown,4.88,7413
2146,Canary,"Fantasy, Music, Romance, School",OVA,1,4.88,1212
705,Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie," Adventure, Comedy, Magic, Sci-Fi ",Movie,1,4.88,1650
28641,GREAT RABBIT,Psychological   ,Movie,1,4.84,387
7501,Kintarou Taiiku Nikki,Comedy,Movie,1,4.88,174
20955,Peeping Life: YouTuber-kun,Comedy,ONA,4,4.87,245
1102,urda," Action, Historical, Military, Sci-Fi ",ONA,5 eps,4.87,"2,248 members"
30326,Ushi Atama,Dementia,Movie,1,4.87,120
8661,CHIMUCHIMUCHERI CHIMCHIMCHEREE,"Kids, Music, Slice of Life",Music,1,4.86/10,331
33690,Nazotokine,Game   ,TV,12,4.86,7284
7031,Satsujinkyou Jidai,,Movie,1,4.86,670
8647,Self-Portrait,"Comedy, Demons",Special,,4.86,435
22171,Tanaami Keiichi no Shouzou,Dementia,Movie,1,4.86,170
32298,nakanaori,"Action, Samurai",ONA,1,4.85,192
6823,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen, Fantasy ,Movie,1,4.85,411 members
29871,Shinsei Kamattechan,"Music, Sci-Fi   ",Music,1 eps,4.85,143
23063,Usagi ga Kowai,"Dementia, Game, Horror",Movie,1,4.85,610
30429,Utsukushii,Music,Music,1,4.85,109
29311,SHOUSEI SHIKISAI GENSOU, Music ,Movie,1,4.84/10,232
7020,Fashion,"Comedy, Dementia",Movie,1,4.83,251
29907,fue,Dementia,Movie,1,4.83,141
31584,Henkei Sakuhin Dai 1-ban,Dementia   ,Movie,1,4.83,117
5020,Zettai Shougeki: Platonic Heart," Action, Ecchi, Martial Arts ",OVA,5,4.83,"10,887 members"
7882,RAMEN TENSHI PRETTY MENMA,"Comedy, Magic, Parody",Special,,4.82,2889
30480,Bara Bara Film,Dementia,Movie,1 eps,4.81,110
1641,Iron Virgin Jun,,OVA,1,4.81,890
8646,44-hiki no Neko," Kids, Music ",Music,1,4.8,855
28981,ame-iro cocoa,"Comedy, Slice of Life   ",TV,12,4.8,14295
6839,HINOMARU TAROU: MUSHA SHUGYOU NO MAKI,"Action, Samurai",Movie,1,4.8/10,410
32288,Jingle,Fantasy,ONA,1,4.8,214
30418,Petit Manga, Dementia ,Movie,1,4.8,103 members
31633,Sushi Police,"Comedy, Police",TV,13,4.8,9096
4462,Tairiki Tarou no Mucha Shuugyou,Action,Movie,1,4.8,852
8663,YOKOO&#039;S 3 ANIMATION FILMS,"Psychological, Romance   ",OVA,3 eps,4.8,440
31832,zawazawa, nan ,Movie,1,4.8,216
29293,Isu,Dementia,Movie,,4.79,259
17151,Mogu Mogu,Music,Music,1,4.79,217
6830,Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,"Action, Historical, Samurai",Movie,1,4.78,432
3113,PINKY STREET," Comedy, Slice of Life ",OVA,2,4.78/10,619 members
22415,Aoi Heya,"Fantasy, Music   ",Music,1,4.77,253
33276,Konnichiwa Onara Gorou,,ONA,1,4.76,483
6654,namakura gatana,"Comedy, Samurai",Movie,1,4.76,848
1765,Vampire Sensou," Super Power, Supernatural, Vampire ",OVA,1 eps,4.76,2002
13421,WHEELS,Comedy,OVA,1,4.76,314
28339,2005-nen Uchuu no Tabi,"Dementia, Sci-Fi, Space",Special,1,4.75,657
2972,Kindan no Mokushiroku: Crystal Triangle,"Adventure, Demons, Military, Mystery   ",OVA,1,4.75,878
13359,PistStar, Magic ,ONA,1,4.74,266 members
7071,Shoujouji no Tanuki-bayashi,Kids,Movie,,4.74,475
16692,jigoku youchien,"Demons, Kids, School",ONA,12,4.73/10,1062
7026,Mado,Comedy,Movie,1,4.73,454
9318,Samero, Dementia ,Movie,1,4.73,403
5868,Haru no Uta,Music   ,Movie,1 eps,4.72,641
6000,Haruwo,Action,OVA,1,4.72,493
29952,KAIRAKU NO SONO,"Dementia, Music",Movie,1,4.72,188
5661,Umi no Momotarou, Samurai ,Movie,1,4.72,525 members
30664,jinkou no rakuen,,Movie,1,4.71,133
31578,JK Meshi!,Comedy,TV,26,4.71,7131
28647,Kappo,nan   ,Movie,1,4.71,335
31501,MASTER BLASTER," Dementia, Music ",Music,1,4.71/10,165
30331,Motion Lumine,Dementia,Movie,,4.71,124
4934,A.F,"Action, Mecha, Sci-Fi",Special,1 eps,4.7,646
13793,Fashion no Hajimari,Comedy,ONA,1,4.7,352
2778,generation of chaos iii: toki no fuuin," Action, Adventure, Fantasy, Magic ",OVA,2,4.7,573 members
8486,KIHEI SENKI LEGACIES,"Fantasy, Mecha   ",ONA,1,4.7,676
30337,Mac the Movie,Dementia,Movie,1,4.7,127
30667,Mou Hitotsu no Nijiiro Toshi,Dementia,Movie,1,4.7,128
3930,Issunboushi no Shusse, Supernatural ,Movie,1,4.69,685
29908,Kodomo no Kaitei no Koto,Psychological,Movie,1,4.69,152
30339,PLAY JAZZ,Dementia,Movie,1,4.69/10,119
9342,twinkle nora rock me!,"Action, Sci-Fi   ",OVA,1 eps,4.69,338
10585,Chuunen Punk,,Music,1,4.68,308 members
23051,Ga no Iru Tokoro,Dementia,Movie,,4.68,343
11691,Bloody Date,Horror,ONA,1,4.66,1891
5812,DOUBUTSU SUMO TAIKAI,Action,Movie,1,4.67,585
788,Eiken: Eikenbu yori Ai wo Komete," Comedy, Ecchi, Harem, School ",OVA,2,4.65,15764
30367,Lemon Home Animation Gekijou,Comedy   ,Special,2,4.65,254
7029,tonari no yarou,Comedy,Movie,1,4.65,482
5811,Nezumi no Rusuban,Action,Movie,1,4.64,532
29988,COMMERCIAL WAR, Dementia ,Movie,1 eps,4.63/10,145 members
28645,Haru no Shikumi,Dementia,Movie,1,4.63,363
30328,Head Spoon,Dementia,Movie,1,4.62,129
8925,Kobe to Watashi,"Comedy, Slice of Life   ",ONA,1,4.62,869
31471,MILPOM★," Comedy, Shoujo ",ONA,Unknown,4.62,434
4397,osaru no sankichi: totsugeki-tai,Military,Movie,,4.62,489
32467,Under the Dog: Anthea-chan,"Action, Comedy, Parody",ONA,1,4.62,2390
30092,Wakie Wakie,,Music,1,4.62,192
6849,Bouken Dankichi: Hyouryuu no Maki, Adventure ,Movie,1,4.6,438 members
2475,6 Angels,"Action, Sci-Fi   ",ONA,6 eps,4.59,1890
6840,MAABOU NO DAIKYOUSOU,"Comedy, Sports",Movie,1,4.59/10,483
29777,Baka Baka Baka na Sekai,"Comedy, Dementia, Military",Movie,1,4.58,451
30814,landscape, Dementia ,Movie,1,4.58,120
5813,Urashima Tarou (1931),Action,Movie,1,4.58,841
23517,Calligraffiti,Music,Movie,1,4.57,200
30340,DIRECT ANIMATION,Dementia   ,Movie,1,4.56,132
9801,Hustle!! Tokitama-kun, Dementia ,Special,1,4.56,369 members
29971,Landmark,Dementia,ONA,,4.56,109
33282,Arakure Junichi no Namida,Comedy,ONA,1 eps,4.55,169
13543,nantokashite alguard,Comedy,ONA,1,4.55,211
6535,AI," Dementia, Psychological, Romance ",Movie,1,4.54/10,2009
32906,Bishoujo Yuugi Unit Crane Game Girls,"Comedy, Game, Space   ",TV,13,4.54,4673
7897,Issho ni Sleeping: Sleeping with Hinako,,OVA,1,4.54,10703
23059,Shinsatsushitsu,"Dementia, Horror",Movie,1,4.54,527
22159,"Yami no Kioku, Yume no Inei", Dementia ,Movie,1,4.53,181 members
30396,AKAI KUTSU! ONNANOKO!,Dementia,Movie,1,4.52,138
7027,manga,Comedy,Movie,1,4.52,492
16802,Golden Batman,"Action, Kids   ",Movie,1 eps,4.49,347
11687,Pussycat," Fantasy, Horror ",ONA,1,4.49,2043
3832,Rebirth Moon Divergence,"Action, Fantasy",OVA,,4.5,350
1647,KAKUGO NO SUSUME,"Action, Demons, Ecchi, Horror, Mecha, Sci-Fi, Super Power",OVA,2,4.49/10,4269
3816,Idol Fight Suchie-Pai 2,"Action, Ecchi",OVA,1,4.48,573
7030,Kemeko no Love, Comedy ,Movie,1,4.48,737 members
22167,goldfish fetish,Dementia   ,Movie,1,4.46,200
23055,Kangaeru Renshuu,Kids,Movie,1,4.46,213
30669,WHY RE-MIX 2002,Dementia,Movie,1,4.46,124
7811,Yoru no Okite, Dementia ,Movie,1 eps,4.46,711
9056,Agitated Screams of Maggots,,Music,1,4.45,2921
6851,Kaitei no Boukun,Adventure,Movie,1,4.45,474
33220,Natsu no Gero wa Fuyu no Sakana,"Dementia, Music   ",Music,1,4.45,147
29615,oh yoko!," Dementia, Music, Romance ",Music,1,4.44/10,337 members
1993,Hanoka Recap,Sci-Fi,Special,,4.43,471
18561,Mahou no Hiroba,Music,Music,1,4.43,182
4396,Osaru no Kantai,"Military, Music",Movie,1,4.42,530
33021,Ragnastrike Angels, Action ,TV,12,4.42,7365
10586,CAFE DE ONI,Music   ,Music,1 eps,4.4,381
5814,Dankichi-jima no Olympic Taikai,"Action, Sports",Movie,1,4.4,634
9895,the bathroom,"Comedy, Dementia",Movie,1,4.4,671
30559,Why, Dementia ,Movie,1,4.4,139 members
33696,3D Onara Gorou ga Dance Dance Dance!!,"Comedy, Music",Music,1,4.39,624
6844,OSARU NO SANKICHI: BOUKUUSEN,Military,Movie,1,4.39/10,525
29973,Aya Hito Shiki to Iu na no Ishi Hata,Dementia   ,ONA,1,4.38,177
30329,Nice to See You,,Movie,1,4.38,122
31685,Okaasan ni Naisho,"Comedy, Ecchi",ONA,,4.38,308
1585,spectral force,"Demons, Fantasy",OVA,2 eps,4.36,1010
6834,TAA-CHAN NO KAITEI RYOKOU,Adventure,Movie,1,4.35,468
2250,Roots Search: Shokushin Buttai X," Horror, Sci-Fi ",OVA,1,4.34,"1,328 members"
29980,Adventures in Beauty Wonderland,Dementia   ,Movie,1,4.32,698
1966,Ankoku Shinwa,"Demons, Fantasy, Horror, Mystery, Psychological, Supernatural",OVA,2,4.31,1255
28843,Watashi no Kao,"Dementia, Horror",Movie,1,4.31,457
30668,WALKING MAN, Dementia ,Movie,1,4.3/10,211
6838,dekobou no jidousha ryokou,"Adventure, Cars",Movie,1,4.28,575
29957,Count Down,,Movie,1,4.27,231
2777,Generation of Chaos Next: Chikai no Pendant,"Action, Adventure, Fantasy, Military, Romance   ",OVA,1 eps,4.27,615
1812,Hanoka, Sci-Fi ,TV,12,4.27,"1,686 members"
6828,OHI-SAMA TO KAERU,Comedy,Movie,,4.27,359
11869,Bloody Night,"Horror, Psychological, Supernatural, Thriller",ONA,1,4.26,1292
20811,Maid of the Dead,,ONA,1,4.26,1595
3533,gakuentoshi varanoir joukan," Action, Magic ",OVA,2,4.25,769
23057,Yukidoke,"Dementia, Horror   ",Movie,1,4.25,945
2318,DOG SOLDIER,"Action, Military, Seinen",OVA,1,4.24/10,827
3801,Yami no Teio: Kyuuketsuki Dracula,Vampire,Special,1,4.24,1070
4567,Armageddon," Action, Adventure, Sci-Fi ",Movie,1 eps,4.23,810 members
31687,◯,"Dementia, Music",ONA,1,4.22,448
23877,Gondora,Dementia,Movie,1,4.21,707
13311,henshin gattai! 5 tsu no atsuki tamashii,"Music, Super Power   ",Music,1,4.19,269
29954,Embah, Dementia ,ONA,1,4.17,222
22157,Yasashii Kinyoubi,Dementia,Movie,,4.17,358
7024,Heya,"Comedy, Dementia",Movie,1,4.16,804
30665,4.Eyes,Dementia,Movie,1,4.15,195
30859,MEMORY OF RED, Dementia ,Movie,1,4.15/10,331 members
6833,Ninjutsu Hinotama Kozou: Edo no Maki,Action   ,Movie,1 eps,4.15,474
31689,requiem (ona),,ONA,1,4.11,334
29619,Good-by Marilyn,"Dementia, Music",Movie,1,4.08,279
4531,Dark Cat," Action, Demons, Horror, Super Power, Supernatural ",OVA,1,4.04,1492
31688,TAMA GURA ABAYO: MOKI YUMOKYU SUPERDELUXE,"Dementia, Music",Music,1,4.03,202
30438,MILPOM★ Pilot,"Comedy, Shoujo",Special,1,4.02,442
29978,001,Comedy   ,ONA,1,4.0,916
22177,Madonna (Movie), Dementia ,Movie,1,4.0,248 members
1657,byston well monogatari: garzey no tsubasa,Fantasy,OVA,,3.99,5822
22181,SHUNGA,Dementia,Movie,1 eps,3.99/10,242
28637,Dreams,Dementia,Movie,1,3.98,381
2776,Generation of Chaos," Action, Adventure, Demons, Fantasy, Magic ",OVA,1,3.98,1010
16436,Tenshi no Drop,"Comedy, Ecchi, Shoujo Ai, Shounen   ",Special,1,3.96,6308
33394,Mahou Shoujo? Naria☆Girls,Magic,TV,12,3.91,3414
28657,RED COLORED BRIDGE,Psychological,Movie,1,3.9,450
22377,wonder momo," Action, Game, Martial Arts, School ",ONA,5,3.9,"3,218 members"
29979,Petting a Dog,,ONA,1,3.88,375
22173,Yume 10 Yoru,Dementia,Movie,1,3.88,317
16822,Uju Heukgisa,"Action, Sci-Fi, Space   ",Movie,1 eps,3.87,224
31686,SHIGERU," Comedy, Dementia ",ONA,1,3.86/10,411
16606,C.L.A.Y.,Horror,ONA,,3.84,1104
6950,Aos,"Dementia, Fantasy",Movie,1,3.83,1080
22255,kanojo no dokushinshatachi ni yotte hadaka ni sareta seifuku no shojo kenkyuu,"Dementia, Music",Movie,1,3.83,326
19315,Pupa," Fantasy, Horror, Psychological ",TV,12,3.82,"83,652 members"
29984,CRAYON ANGEL,Dementia   ,Movie,1,3.8,322
30860,Koumon-teki Juuku Ketsujiru Juke,"Comedy, Dementia, Music",Music,1,3.78,310
29995,The Embryo Develops into a Fetus,Dementia,ONA,1,3.76,727
7617,The Wash Bird of the Wash Island," Comedy, Fantasy ",ONA,1 eps,3.75,312
16602,Dead Girl Trailer,"Horror, Parody, Supernatural, Thriller",ONA,1,3.74,910
8689,born by myself,Psychological,ONA,1,3.73/10,935
16604,Pinky,"Comedy, Horror   ",ONA,1,3.71,1254
11357,Micro Teukgongdae Diatron 5,,Movie,1,3.7,398 members
7022,G-senjou no Higeki,"Comedy, Dementia",Movie,,3.68,562
11689,CCW: Crazy Clay Wrestling,Sports,ONA,1,3.68,1030
11915,WITHIN THE BLOODY WOODS,Horror,ONA,2,3.65,1099
7028,Pop, Comedy ,Movie,1,3.63,508
28929,vampire holmes,"Comedy, Mystery, Supernatural, Vampire   ",TV,12 eps,3.63,10403
16610,No Littering,"Comedy, Horror",ONA,1,3.62,2018
32294,Ai (ONA),Romance,ONA,1,3.6,332
31586,MOCHIBEI, Dementia ,Movie,1,3.58/10,549 members
22161,Scrap Diary,Dementia,Movie,1,3.59,470
7900,Super Kid,"Action, Adventure, Sci-Fi",Movie,1,3.56,341
2792,Panzer Dragoon,"Adventure, Fantasy   ",OVA,1,3.47,1047
11883,nendo no tatakai 2," Comedy, Fantasy ",ONA,1,3.46,1042
29617,GOOD-BY ELVIS AND USA,"Dementia, Music",Movie,,3.41,367
11897,Nendo no Tatakai,"Comedy, Fantasy",ONA,1 eps,3.36,1174
32894,Love Bites,,ONA,1,3.33,537
22169,Fetish Doll, Dementia ,Movie,1,3.32,654 members
1345,Soujuu Senshi Psychic Wars,"Action, Demons, Seinen, Super Power   ",OVA,1,3.32,1556
22179,AKI NO PUZZLE,Dementia,Movie,1,3.27/10,463
5877,abunai sisters: koko &amp; mika,"Action, Comedy, Ecchi",OVA,10,2.95,1461
16608,Shitcom," Comedy, Romance ",ONA,1,2.93,8126
6953,Ningen Doubutsuen,Dementia,Movie,1,2.78,1893
31634,Kokuhaku,Horror,ONA,1,2.67,816
29949,NAMI,Dementia   ,Movie,1 eps,2.67,1817
413,Hametsu no Mars," Horror, Sci-Fi ",OVA,1,2.37,"27,557 members"
13405,Utsu Musume Sayuri,"Comedy, Dementia",OVA,,2.14,4047
3287,tenkuu danzai skelter+heaven,"Mecha, Sci-Fi",OVA,1,2.0,7680
25627,"&quot;Aesop&quot; no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",Kids,Movie,1,5.0,113
33363,&QUOT;EIYUU&QUOT; KAITAI," Fantasy, Super Power ",OVA,1,7.33/10,578
12763,0-sen Hayato,"Historical, Military   ",TV,38,6.25,147
33978,0-sen Hayato Pilot,,OVA,1,5.14,37
18305,15 Sonyeon Uju Pyoryugi,"Action, Sci-Fi, Shounen, Space",Movie,1,5.13,188
31874,2002-nen Harmoni Ondo," Kids, Music ",Music,1 eps,4.77,79 members
16696,2020 nyeon ujuui wonder kiddy,"Sci-Fi, Space",TV,13,5.89,179
6073,21 Emon Uchuu e Irasshai!,"Comedy, Sci-Fi, Space",Movie,1,5.05,216
10139,21 Seiki Manga Hajimete Monogatari,"Adventure, Comedy, Kids, Sci-Fi   ",Special,1,6.63,258
24783,3-D Tengoku, Music ,Music,1,4.06,117
27589,47 Todoufuken,"Comedy, Kids",TV,,5.61,112
23149,47 TODOUFUKEN R,"Comedy, Kids",TV,12,5.81/10,122
29835,47 Todoufuken Specials,"Comedy, Kids, Romance",Special,2,5.23,72
16812,77danui bimil," Action, Drama ",Movie,1,3.59,158 members
16564,84 Taekwon V,"Action, Mecha, Sci-Fi   ",Movie,1 eps,4.64,151
30214,A Smart Experiment,Dementia,Special,1,4.03,109
9433,A-JANG.COM,Fantasy,TV,13,5.57,252
29750,AAA de Ikou!!: Yuuna &amp; Akiko, Comedy ,OVA,1,5.67,93
17501,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,,OVA,4,4.79,175
33500,Acerola-chan,Comedy,ONA,3,5.0,52
11541,ad lib anime kenkyuujo,Comedy   ,TV,38,5.29,677
26137,AFGHANISTAN PAGHMAN-MURA NO MONOGATARI: BOKU NO MURA NI CIRCUS GA KITA," Historical, Kids ",OVA,1,6.67/10,130 members
26135,Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,"Historical, Kids",OVA,,6.67,149
17088,Agigongryong Doolie,"Adventure, Kids",TV,6 eps,5.82,180
17086,Agigongryong Doolie (1988),Kids,TV,7,5.35,139
17090,Agigongryong Doolie (2009)," Adventure, Kids ",TV,26,5.5,132
16570,AGIGONGRYONG DOOLIE (MOVIE),Kids   ,Movie,1,5.48,155
24989,agukaru: play with ibaraki-hen,"Magic, Slice of Life, Supernatural",ONA,20,4.81,171
30732,Agukaru: Play with Ibaraki-hen Episode 0,"Magic, Slice of Life, Supernatural",ONA,1,4.8,128
32956,Ahare! Meisaku-kun," Comedy, Kids, Parody, School ",TV,39,4.54,115 members
22571,Ahiru no Pekkle no Ahiru no Drakestail,"Fantasy, Kids",OVA,1,5.16,129
22611,AHIRU NO PEKKLE NO ALADDIN TO MAHOU NO LAMP,"Fantasy, Kids",OVA,1,5.53/10,141
22621,Ahiru no Pekkle no Hihou wo Sagase,"Adventure, Fantasy, Kids   ",OVA,1 eps,4.8,103
22575,Ahiru no Pekkle no Minikui Ahiru no Ko,,OVA,1,5.25,114
22603,ahiru no pekkle no sindbad no bouken,"Adventure, Fantasy, Kids",OVA,,5.55,146
22607,Ahiru no Pekkle no Suieitaikai wa Oosawagi,"Fantasy, Kids",OVA,1,5.44,144
23861,AI NO KISEKI: DOCTOR NORMAN MONOGATARI,"Drama, Slice of Life",Special,1,6.23,107
24645,Ai Shoujo Pollyanna Story Specials," Drama, Historical, Slice of Life ",Special,2,6.11,173 members
32150,Ai to Shi,Action   ,Special,1,5.0,69
31485,Aikatsu Stars! Movie,"Music, School, Shoujo, Slice of Life",Movie,1,7.0,1042
32806,Aikatsu!: Nerawareta Mahou no Aikatsu Card,"Music, School, Shoujo, Slice of Life",Movie,1,6.42,488
32421,aikodesho," Kids, Music ",Music,1 eps,4.18/10,55
14183,Aitsu to Lullaby: Suiyobi no Cinderella,"Drama, Romance, Shounen",Movie,1,6.05,194
25717,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,"Adventure, Fantasy, Kids",TV,26,7.29,292
27557,Ajisai no Uta,"Comedy, Drama, Historical   ",OVA,3,5.57,111
28585,Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru," Drama, Kids ",OVA,1,5.4,56 members
11275,AKADOU SUZUNOSUKE,"Adventure, Historical",TV,,5.63,220
24857,Akagaki Genzou: Tokuri no Wakare,Comedy,Movie,1,4.5,87
24999,akai jitensha,,Music,1,4.54,91
18635,Akane-chan," Comedy, School, Slice of Life ",TV,26,6.09,195
30926,Akazukin Chanto Manabou! Koutsuu Rule,"Drama, Kids   ",OVA,1 eps,4.63,48
30446,AKAZUKIN TO KENKOU,Comedy,OVA,1,4.3/10,91
29836,Akuei to Gacchinpo,"Comedy, Kids",TV,13,4.57,83
29889,Akuei to Gacchinpo Tenkomori: Maboroshi no Omake Episode, Comedy ,Special,1,4.17,53 members
29842,Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,"Comedy, Kids, Magic",Movie,1,5.0,60
29843,akuei to gacchinpo: tenkomori,"Comedy, Kids",TV,12,4.09,68
23779,AKUMA TO HIMEGIMI,"Comedy, Shoujo   ",Movie,1,4.88,111
19773,Akuma Tou no Prince: Mitsume ga Tooru," Adventure, Comedy, Demons, Supernatural ",Special,1,4.96,149
8226,Akuma-kun (Movie),"Adventure, Fantasy, Horror, Magic, Supernatural",Movie,,5.91,213
8227,Akuma-kun: Youkoso Akuma Land e!!,"Adventure, Fantasy, Horror, Magic, Supernatural",Movie,1 eps,5.35,185
6078,Al Caral no Isan,Sci-Fi,OVA,1,5.87,224
30929,ALADDIN TO MAHOU NO LAMP NO KOUTSUU ANZEN," Drama, Fantasy, Kids ",OVA,1,6.9/10,42 members
10112,alexandros no ketsudan,Historical   ,OVA,1,5.48,212
31941,Alice in Dreamland,,Movie,1,5.25,595
18819,Alice Tantei Kyoku,Kids,TV,56,6.13,119
31164,Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!," Kids, Slice of Life, Supernatural ",ONA,Unknown,5.4,205
24647,ALPS MONOGATARI: WATASHI NO ANNETTE SPECIALS,"Drama, Slice of Life",Special,2,5.77,132
33655,Alps no Shoujo Heidi? Chara Onji,"Comedy, Parody",TV,Unknown,6.79,277
32253,Ama Gli Animali,Kids   ,Movie,1 eps,5.67,37
32778,ame no bus stop-hen, Music ,Music,1,3.67,74 members
24865,Amigo Tomodachi,"School, Slice of Life",OVA,,6.56,71
19923,ANATA GA FURIKAERU TOKI,"Romance, School, Shoujo",OVA,1,5.36/10,174
25971,Angel (Special),Dementia,Special,1,5.59,137
22959,Angel ga Tonda Hi," Comedy, Slice of Life ",Movie,1,5.67,77
17671,Animal 1,Sports   ,TV,27,6.71,122
30914,Animax Taisou,"Kids, Sports",TV,Unknown,4.67,54
20237,anime document: münchen e no michi,Sports,TV,16,6.5,83
33108,Anime Douyou," Kids, Music ",Music,Unknown eps,5.75,38 members
24859,Anime Koten Bungaku Kan,,OVA,6,5.43,72
8723,Anime Rakugo Kan,Comedy,OVA,4,5.84,264
25063,Anime Roukyoku Kikou Shimizu no Jirochouden,"Comedy, Drama, Historical   ",TV,30,5.25,66
6520,ANIME TV DE HAKKEN! TAMAGOTCHI," Comedy, Fantasy, Kids, Slice of Life ",TV,27,6.32/10,300
8239,Anime Yasei no Sakebi,"Adventure, Drama",TV,,6.11,182
30617,animegatari,Comedy,Movie,Unknown,5.36,1308
8436,Animentary: Ketsudan,"Historical, Military",TV,26,7.08,324
31563,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku", Historical ,Special,1,7.12,122 members
18821,ANO YAMA NI NOBOROU YO,"Adventure, Fantasy, Kids   ",OVA,1 eps,5.91,84
19557,"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",Kids,Special,1,5.97,120
26285,Ao no Doumon,"Drama, Historical, Kids, Samurai",OVA,1,6.08,82
17117,Aoi Kioku: Manmou Kaitaku to Shounen-tachi," Drama, Historical, Military ",Movie,1,6.45,135
24869,aoi umi to shounen,Slice of Life,OVA,1,5.0,68
29999,AOKI URU: OVERTURE,"Military, Sci-Fi",Special,1,5.75/10,361
33704,AOTU Shijie,"Action, Adventure, Fantasy, Sci-Fi   ",ONA,Unknown,6.0,79
33821,"Aoyo, Kaette Koi: Tokyo Dai Kuushuu",,OVA,1,8.5,26 members
3844,Apache Yakyuugun,"Action, School, Sports",TV,,5.68,268
22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,"Comedy, Sports",Movie,1 eps,5.14,72
34249,AQUA KIDS,"Adventure, Kids",TV,26,6.5,24
25089,araiguma rascal specials," Drama, Slice of Life ",Special,2,5.67,101
29791,Are wa Dare?,Kids   ,Movie,1,4.58,114
